,Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!60 years and over!!Estimate,Alabama!!60 years and over!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!60 years and over!!Estimate,Alaska!!60 years and over!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!60 years and over!!Estimate,Arizona!!60 years and over!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!60 years and over!!Estimate,Arkansas!!60 years and over!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!60 years and over!!Estimate,California!!60 years and over!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!60 years and over!!Estimate,Colorado!!60 years and over!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!60 years and over!!Estimate,Connecticut!!60 years and over!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!60 years and over!!Estimate,Delaware!!60 years and over!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!60 years and over!!Estimate,District of Columbia!!60 years and over!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!60 years and over!!Estimate,Florida!!60 years and over!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!60 years and over!!Estimate,Georgia!!60 years and over!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!60 years and over!!Estimate,Hawaii!!60 years and over!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!60 years and over!!Estimate,Idaho!!60 years and over!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!60 years and over!!Estimate,Illinois!!60 years and over!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!60 years and over!!Estimate,Indiana!!60 years and over!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!60 years and over!!Estimate,Iowa!!60 years and over!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!60 years and over!!Estimate,Kansas!!60 years and over!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!60 years and over!!Estimate,Kentucky!!60 years and over!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!60 years and over!!Estimate,Louisiana!!60 years and over!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!60 years and over!!Estimate,Maine!!60 years and over!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!60 years and over!!Estimate,Maryland!!60 years and over!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!60 years and over!!Estimate,Massachusetts!!60 years and over!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!60 years and over!!Estimate,Michigan!!60 years and over!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!60 years and over!!Estimate,Minnesota!!60 years and over!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!60 years and over!!Estimate,Mississippi!!60 years and over!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!60 years and over!!Estimate,Missouri!!60 years and over!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!60 years and over!!Estimate,Montana!!60 years and over!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!60 years and over!!Estimate,Nebraska!!60 years and over!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!60 years and over!!Estimate,Nevada!!60 years and over!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!60 years and over!!Estimate,New Hampshire!!60 years and over!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!60 years and over!!Estimate,New Jersey!!60 years and over!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!60 years and over!!Estimate,New Mexico!!60 years and over!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!60 years and over!!Estimate,New York!!60 years and over!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!60 years and over!!Estimate,North Carolina!!60 years and over!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!60 years and over!!Estimate,North Dakota!!60 years and over!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!60 years and over!!Estimate,Ohio!!60 years and over!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!60 years and over!!Estimate,Oklahoma!!60 years and over!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!60 years and over!!Estimate,Oregon!!60 years and over!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!60 years and over!!Estimate,Pennsylvania!!60 years and over!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!60 years and over!!Estimate,Rhode Island!!60 years and over!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!60 years and over!!Estimate,South Carolina!!60 years and over!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!60 years and over!!Estimate,South Dakota!!60 years and over!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!60 years and over!!Estimate,Tennessee!!60 years and over!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!60 years and over!!Estimate,Texas!!60 years and over!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!60 years and over!!Estimate,Utah!!60 years and over!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!60 years and over!!Estimate,Vermont!!60 years and over!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!60 years and over!!Estimate,Virginia!!60 years and over!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!60 years and over!!Estimate,Washington!!60 years and over!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!60 years and over!!Estimate,West Virginia!!60 years and over!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!60 years and over!!Estimate,Wisconsin!!60 years and over!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!60 years and over!!Estimate,Wyoming!!60 years and over!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!60 years and over!!Estimate,Puerto Rico!!60 years and over!!Margin of Error
89,            Mean earnings (dollars),"73,434","±1,097","62,393","±1,903","92,667","±3,204","80,743","±6,757","84,036",±882,"68,529","±1,999","70,743","±1,350","56,214","±2,298","113,687",±582,"93,651","±1,181","100,617",±927,"77,924","±2,144","116,557","±1,837","97,433","±3,285","89,598","±3,012","75,622","±5,762","140,207","±3,750","119,292","±10,833","82,631",±556,"71,154","±1,161","87,220","±1,018","70,551","±1,890","100,088","±2,132","89,047","±4,133","77,409","±1,788","62,240","±3,258","97,627",±715,"75,577","±1,365","79,866",±971,"64,619","±2,315","80,283","±1,209","62,400","±2,527","81,773","±1,418","65,458","±2,977","74,141","±1,095","59,553","±2,279","75,581","±1,091","64,221","±2,395","78,888","±1,715","62,035","±3,011","114,000","±1,197","95,794","±2,379","121,935","±1,309","95,153","±2,380","82,645",±790,"65,332","±1,517","97,960","±1,033","71,334","±1,795","67,076","±1,551","58,557","±3,892","79,425",±935,"64,056","±1,999","74,840","±2,389","61,331","±6,015","81,600","±1,223","66,153","±3,166","86,085","±1,635","68,375","±2,985","101,941","±2,242","78,934","±3,995","122,348","±1,180","96,733","±2,044","70,840","±1,591","64,696","±3,596","112,517",±885,"92,300","±1,503","80,933",±731,"64,531","±1,430","83,386","±2,940","73,623","±7,208","80,493",±717,"63,166","±1,389","76,110","±1,040","70,471","±3,094","88,330","±1,328","65,443","±2,197","90,297",±688,"71,988","±1,449","94,791","±2,566","82,738","±5,547","77,528","±1,168","63,128","±2,114","74,697","±2,028","59,088","±3,683","79,487",±926,"66,140","±2,196","89,653",±618,"76,867","±1,158","94,265","±1,668","77,742","±3,844","80,740","±2,133","66,512","±4,067","104,075","±1,143","82,999","±2,018","107,023","±1,093","82,557","±2,397","68,027","±1,389","54,413","±2,535","83,192",±846,"62,483","±1,727","80,473","±2,847","59,600","±5,083",,,,
